,,Amharic,English,Spoken,Maths (Amharic),Maths (English),GSA,GSE,Art/Music,HPE,Integrated,Social,Civics,Biology,Chemistry,Physics,Geography,History,ICT-1,ICT-2,Aesthetics
16,SA/0037,68,56,87,61,70,65,67,,,,,,,,,,,,,74
16,SA/0041,73,61,66,57,50,87,82,,,,,,,,,,,,,85
16,SA/0055,95,81,92,82,72,82,85,,,,,,,,,,,,,96
16,SA/0107,70,62,87,64,49,67,76,,,,,,,,,,,,,79
16,SA/0122,85,76,92,57,60,74,83,,,,,,,,,,,,,90
16,SA/0126,89,70,90,74,70,81,83,,,,,,,,,,,,,93
16,SA/0187,78,88,100,70,71,80,93,,,,,,,,,,,,,94
16,SA/0188,96,97,100,94,93,97,100,,,,,,,,,,,,,100
16,SA/0233,65,62,88,62,61,74,75,,,,,,,,,,,,,77
16,SA/0239,99,95,100,87,96,92,100,,,,,,,,,,,,,99
16,SA/0245,95,69,98,67,63,73,91,,,,,,,,,,,,,87
16,SA/0252,69,56,90,55,51,68,66,,,,,,,,,,,,,81
16,SA/0281,99,91,82,75,79,81,92,,,,,,,,,,,,,96
16,SA/0293,72,48,68,67,54,54,55,,,,,,,,,,,,,83
16,SA/0297,68,44,69,60,64,54,69,,,,,,,,,,,,,75
7,SA/0003,88,80,91,57,78,64,77,,,,,,,,,,,,,95
7,SA/0017,67,78,80,74,88,82,78,,,,,,,,,,,,,92
7,SA/0027,72,81,93,69,90,78,69,,,,,,,,,,,,,91
7,SA/0028,81,78,87,77,75,84,82,,,,,,,,,,,,,94
7,SA/0043,72,73,80,66,69,70,61,,,,,,,,,,,,,92
7,SA/0061,68,65,71,63,65,64,60,,,,,,,,,,,,,91
7,SA/0074,43,52,70,35,45,45,40,,,,,,,,,,,,,82
7,SA/0077,69,44,53,53,47,56,51,,,,,,,,,,,,,89
7,SA/0081,71,63,62,49,69,55,58,,,,,,,,,,,,,91
7,SA/0089,92,94,88,100,95,78,95,,,,,,,,,,,,,95
7,SA/0099,82,80,94,88,85,63,90,,,,,,,,,,,,,89
7,SA/0112,81,58,67,49,65,73,68,,,,,,,,,,,,,88
7,SA/0119,56,54,72,50,52,48,46,,,,,,,,,,,,,80
7,SA/0135,85,88,100,80,92,76,96,,,,,,,,,,,,,93
7,SA/0161,86,70,90,55,71,66,78,,,,,,,,,,,,,88
7,SA/0220,99,98,100,94,95,77,100,,,,,,,,,,,,,92
7,SA/0294,40,34,56,44,47,33,32,,,,,,,,,,,,,68
17,SA/0031,74,66,80,77,78,82,66,,,,,,,,,,,,,93
17,SA/0032,84,86,100,68,84,72,93,,,,,,,,,,,,,95
17,SA/0151,92,91,93,74,76,80,83,,,,,,,,,,,,,92
17,SA/0158,84,77,75,53,75,52,69,,,,,,,,,,,,,88
17,SA/0160,55,61,60,41,58,54,48,,,,,,,,,,,,,89
17,SA/0196,42,50,44,51,42,50,57,,,,,,,,,,,,,85
17,SA/0202,61,55,65,51,58,61,41,,,,,,,,,,,,,92
17,SA/0210,65,65,60,35,53,47,51,,,,,,,,,,,,,88
17,SA/0228,77,92,95,78,85,92,88,,,,,,,,,,,,,96
17,SA/0253,66,53,65,36,53,75,50,,,,,,,,,,,,,89
17,SA/0260,0,0,72,0,0,0,0,,,,,,,,,,,,,0
17,SA/0267,96,85,93,84,91,94,95,,,,,,,,,,,,,97
17,SA/0271,82,87,87,82,86,90,91,,,,,,,,,,,,,95
17,SA/0274,48,48,43,40,49,39,50,,,,,,,,,,,,,87
17,SA/0284,67,60,61,43,51,60,57,,,,,,,,,,,,,88
17,SA/0291,68,69,83,71,79,65,64,,,,,,,,,,,,,92
17,SA/0299,93,76,86,60,73,77,73,,,,,,,,,,,,,93
8,SA/0008,100,97,100,100,,,,,92,100,100,100,,,,,,99,,
8,SA/0016,93,90,83,91,,,,,83,92,75,90,,,,,,75,,
8,SA/0035,58,65,59,61,,,,,66,76,64,69,,,,,,62,,
8,SA/0036,99,84,86,86,,,,,88,96,92,96,,,,,,94,,
8,SA/0044,95,84,62,74,,,,,76,84,85,82,,,,,,75,,
8,SA/0057,80,57,59,55,,,,,67,67,76,87,,,,,,59,,
8,SA/0062,81,69,61,82,,,,,78,94,74,89,,,,,,81,,
8,SA/0065,88,70,82,73,,,,,84,71,73,85,,,,,,68,,
8,SA/0084,91,92,71,79,,,,,80,88,80,78,,,,,,79,,
8,SA/0094,93,94,83,88,,,,,90,100,96,92,,,,,,80,,
8,SA/0100,69,62,61,54,,,,,68,62,51,56,,,,,,70,,
8,SA/0157,89,84,65,72,,,,,86,78,89,86,,,,,,61,,
8,SA/0176,59,42,46,51,,,,,68,52,49,48,,,,,,62,,
8,SA/0191,76,81,71,70,,,,,83,76,68,70,,,,,,69,,
8,SA/0230,86,64,67,68,,,,,62,67,69,82,,,,,,72,,
8,SA/0246,57,68,61,60,,,,,79,60,52,59,,,,,,71,,
8,SA/0254,97,90,89,88,,,,,84,97,94,95,,,,,,71,,
8,SA/0257,86,78,65,79,,,,,80,83,91,93,,,,,,69,,
8,SA/0286,100,95,100,100,,,,,98,100,98,96,,,,,,99,,
18,SA/0006,64,65,88,67,,,,,84,73,77,68,,,,,,66,,
18,SA/0009,95,85,84,97,,,,,90,98,83,98,,,,,,81,,
18,SA/0013,77,67,83,83,,,,,78,73,70,63,,,,,,77,,
18,SA/0051,79,84,73,86,,,,,90,89,82,87,,,,,,69,,
18,SA/0072,90,84,69,64,,,,,76,79,88,80,,,,,,81,,
18,SA/0075,83,72,66,70,,,,,72,78,71,70,,,,,,73,,
18,SA/0090,79,94,79,89,,,,,83,92,89,82,,,,,,86,,
18,SA/0105,60,55,59,64,,,,,64,59,75,64,,,,,,67,,
18,SA/0163,100,100,97,100,,,,,89,100,99,95,,,,,,94,,
18,SA/0213,61,55,56,62,,,,,68,59,65,48,,,,,,63,,
18,SA/0225,78,65,84,81,,,,,74,77,76,74,,,,,,75,,
18,SA/0234,74,76,63,76,,,,,74,75,85,86,,,,,,72,,
18,SA/0240,66,61,65,71,,,,,72,79,89,83,,,,,,76,,
18,SA/0247,86,75,59,83,,,,,68,85,86,83,,,,,,75,,
18,SA/0273,99,91,69,87,,,,,89,95,85,89,,,,,,73,,
18,SA/0275,38,45,56,46,,,,,66,50,40,36,,,,,,63,,
18,SA/0298,100,88,91,99,,,,,90,96,91,95,,,,,,93,,
18,SA/0301,98,92,77,93,,,,,82,95,84,90,,,,,,81,,
9,SA/0015,100,91,93,100,,,,,92,91,84,91,,,,,,80,,
9,SA/0038,94,98,100,100,,,,,94,88,84,94,,,,,,92,,
9,SA/0052,71,69,80.5,76,,,,,70,79,70,79,,,,,,64,,
9,SA/0073,86,95,96,94,,,,,86,73,71,83,,,,,,80,,
9,SA/0078,70,75,87,100,,,,,86,66,61,78,,,,,,72,,
9,SA/0086,96,93,99,100,,,,,100,84,91,95,,,,,,94,,
9,SA/0101,100,89,80.5,100,,,,,88,84,86,100,,,,,,71,,
9,SA/0124,87,72,74.5,95,,,,,75,69,84,92,,,,,,76,,
9,SA/0130,96,86,88.5,98,,,,,82,87,82,92,,,,,,68,,
9,SA/0144,99,94,91,100,,,,,90,90,98,100,,,,,,72,,
9,SA/0146,99,69,81.5,93,,,,,70,78,67,91,,,,,,70,,
9,SA/0154,96,78,72,98,,,,,73,81,78,86,,,,,,85,,
9,SA/0159,100,84,96,100,,,,,91,86,88,98,,,,,,76,,
9,SA/0173,40,47,54,71,,,,,66,60,42,49,,,,,,63,,
9,SA/0197,97,97,95,100,,,,,94,87,0,100,,,,,,94,,
19,SA/0019,44,55,68,59,,,,,76,70,49,52,,,,,,63,,
19,SA/0021,41,41,56,59,,,,,70,67,48,66,,,,,,57,,
19,SA/0095,95,84,91,92,,,,,88,83,81,87,,,,,,80,,
19,SA/0108,89,81,81,69,,,,,80,73,85,82,,,,,,79,,
19,SA/0132,84,95,83,84,,,,,84,79,87,91,,,,,,77,,
19,SA/0174,52,49,52,66,,,,,68,78,43,56,,,,,,61,,
19,SA/0179,63,67,74,65,,,,,68,72,62,65,,,,,,66,,
19,SA/0203,83,65,67,64,,,,,80,76,72,90,,,,,,76,,
19,SA/0204,78,53,66,73,,,,,66,68,56,53,,,,,,65,,
19,SA/0216,96,93,77,93,,,,,74,82,93,89,,,,,,75,,
19,SA/0232,73,78,77,100,,,,,74,80,66,80,,,,,,68,,
19,SA/0255,65,54,66,79,,,,,70,68,67,72,,,,,,80,,
19,SA/0258,80,64,70.5,97,,,,,78,80,82,86,,,,,,79,,
19,SA/0262,92,77,81.5,89,,,,,82,76,80,98,,,,,,73,,
19,SA/0268,87,90,83,100,,,,,84,77,87,81,,,,,,83,,
19,SA/0289,85,92,78.5,84,,,,,74,75,65,83,,,,,,69,,
10,SA/0007,100,88,,,96,,,,90,,87,98,85,92,66,,,,86,
10,SA/0058,85,68,,,93,,,,72,,82,87,61,75,62,,,,75,
10,SA/0093,96,85,,,95,,,,92,,91,98,74,85,72,,,,83,
10,SA/0096,78,65,,,51,,,,78,,81,70,63,78,72,,,,76,
10,SA/0113,79,72,,,59,,,,70,,75,70,61,67,60,,,,78,
10,SA/0117,95,72,,,95,,,,88,,89,96,78,82,88,,,,72,
10,SA/0148,96,81,,,78,,,,88,,87,97,83,79,83,,,,79,
10,SA/0155,93,90,,,94,,,,90,,92,98,81,87,84,,,,91,
10,SA/0224,95,72,,,73,,,,78,,82,86,65,74,69,,,,75,
10,SA/0241,82,60,,,57,,,,86,,76,79,64,78,66,,,,71,
10,SA/0277,69,57,,,54,,,,78,,87,77,62,82,65,,,,68,
10,SA/0283,99,92,,,87,,,,86,,91,96,87,88,97,,,,83,
10,SA/0285,90,68,,,74,,,,84,,83,90,68,79,70,,,,76,
20,SA/0046,94,87,,,79,,,,86,,87,91,73,81,76,,,,80,
20,SA/0110,95,88,,,90,,,,77,,89,90,80,89,80,,,,81,
20,SA/0149,99,67,,,59,,,,77,,76,86,50,80,70,,,,68,
20,SA/0164,99,97,,,94,,,,94,,85,92,76,93,82,,,,82,
20,SA/0192,88,76,,,93,,,,93,,85,93,76,84,91,,,,79,
20,SA/0198,83,74,,,58,,,,75,,78,79,58,76,59,,,,75,
20,SA/0211,77,72,,,61,,,,72,,73,78,52,77,53,,,,72,
20,SA/0242,76,63,,,54,,,,66,,80,87,41,70,64,,,,69,
20,SA/0259,98,75,,,70,,,,69,,82,92,48,81,62,,,,69,
20,SA/0288,71,74,,,75,,,,70,,78,68,47,74,67,,,,73,
20,SA/0290,97,73,,,85,,,,80,,85,93,63,79,72,,,,80,
20,SA/0296,93,62,,,63,,,,77,,75,80,59,73,66,,,,68,
11,SA/0004,81,64,,,58,,,,100,,77,95,63,74,50,,,,68,
11,SA/0012,78,62,,,58,,,,72,,75,86,62,68,58,,,,72,
11,SA/0047,95,95,,,94,,,,100,,95,96,85,86,78,,,,91,
11,SA/0048,91,73,,,80,,,,100,,94,98,89,90,68,,,,79,
11,SA/0059,82,70,,,66,,,,86,,75,84,54,70,62,,,,71,
11,SA/0063,83,67,,,46,,,,100,,85,90,66,73,56,,,,67,
11,SA/0085,64,59,,,58,,,,79,,74,95,63,62,62,,,,75,
11,SA/0118,96,83,,,94,,,,93,,97,94,88,91,60,,,,87,
11,SA/0136,96,64,,,56,,,,100,,74,91,42,72,50,,,,73,
11,SA/0162,95,70,,,64,,,,93,,81,96,56,75,60,,,,83,
11,SA/0171,91,81,,,82,,,,93,,96,99,84,90,69,,,,89,
11,SA/0193,87,75,,,55,,,,100,,84,94,69,69,60,,,,82,
11,SA/0207,88,63,,,51,,,,100,,76,91,61,76,60,,,,75,
11,SA/0221,100,98,,,100,,,,100,,99,99,97,97,87,,,,94,
11,SA/0276,91,63,,,64,,,,93,,84,94,60,71,62,,,,67,
21,SA/0087,83,75,,,70,,,,100,,84,96,82,88,69,,,,86,
21,SA/0120,85,50,,,54,,,,86,,87,88,69,60,56,,,,67,
21,SA/0131,83,62,,,58,,,,72,,73,80,57,58,50,,,,74,
21,SA/0152,86,62,,,58,,,,79,,73,93,52,59,44,,,,70,
21,SA/0205,76,73,,,76,,,,72,,80,93,82,91,65,,,,92,
21,SA/0227,83,71,,,67,,,,86,,70,69,49,69,66,,,,70,
21,SA/0243,81,59,,,44,,,,93,,81,88,50,58,38,,,,67,
21,SA/0244,85,70,,,48,,,,93,,81,93,50,79,56,,,,72,
21,SA/0248,93,81,,,80,,,,79,,88,96,77,74,64,,,,89,
21,SA/0278,87,58,,,52,,,,86,,84,89,50,71,56,,,,68,
21,SA/0304,69,59,,,62,,,,100,,85,92,66,69,74,,,,83,
21,SA/0306,96,81,,,70,,,,86,,91,95,84,91,56,,,,89,
12,SA/0005,72,72,,,65,,,,80,,,56,87,76,59,82,76,,84,
12,SA/0022,89,83,,,74,,,,74,,,70,88,79,66,87,82,,77,
12,SA/0029,83,63,,,74,,,,70,,,50,81,76,57,73,70,,71,
12,SA/0039,91,99,,,86,,,,95,,,95,99,93,93,95,97,,100,
12,SA/0050,96,87,,,77,,,,100,,,76,88,89,66,93,92,,95,
12,SA/0056,59,54,,,56,,,,68,,,56,76,77,51,74,51,,59,
12,SA/0067,77,74,,,76,,,,94,,,68,94,85,65,90,73,,96,
12,SA/0091,58,54,,,56,,,,60,,,53,72,67,57,68,55,,65,
12,SA/0097,97,93,,,80,,,,90,,,86,81,88,80,89,85,,93,
12,SA/0109,93,88,,,84,,,,92,,,74,80,80,61,83,77,,92,
12,SA/0172,97,98,,,100,,,,100,,,98,98,93,93,95,98,,95,
12,SA/0215,83,88,,,70,,,,72,,,74,78,77,58,92,66,,74,
12,SA/0226,84,83,,,75,,,,96,,,87,89,80,90,95,89,,91,
12,SA/0250,69,71,,,36,,,,62,,,60,63,67,49,67,49,,67,
12,SA/0263,88,77,,,82,,,,86,,,87,87,86,76,97,93,,81,
12,SA/0302,61,76,,,58,,,,64,,,72,70,77,67,79,79,,73,
22,SA/0045,83,77,,,69,,,,70,,,53,58,63,45,74,50,,83,
22,SA/0139,92,82,,,67,,,,84,,,81,82,71,82,83,84,,81,
22,SA/0143,93,83,,,77,,,,82,,,88,86,89,90,91,87,,92,
22,SA/0147,75,66,,,60,,,,76,,,59,60,60,53,72,44,,57,
22,SA/0167,88,73,,,75,,,,78,,,77,69,68,55,73,63,,78,
22,SA/0175,93,98,,,87,,,,100,,,92,98,94,99,91,96,,97,
22,SA/0186,75,71,,,56,,,,62,,,49,59,58,44,69,45,,62,
22,SA/0199,88,79,,,66,,,,86,,,75,50,66,65,75,77,,80,
22,SA/0209,88,79,,,57,,,,86,,,69,60,62,30,73,57,,78,
22,SA/0219,79,68,,,62,,,,78,,,67,54,62,42,73,56,,81,
22,SA/0236,84,76,,,60,,,,79,,,62,57,69,68,67,64,,78,
22,SA/0249,74,57,,,72,,,,74,,,47,49,56,53,71,47,,81,
13,SA/0010,98,96,,,77,,,,98,,,98,96,81,90,89,99,,95,
13,SA/0053,82,64,,,49,,,,88,,,51,58,70,72,73,80,,75,
13,SA/0068,92,84,,,77,,,,98,,,97,78,81,75,87,86,,92,
13,SA/0069,76,92,,,69,,,,93,,,90,72,82,64,83,86,,80,
13,SA/0076,87,89,,,62,,,,76,,,86,67,75,79,74,91,,71,
13,SA/0103,76,76,,,74,,,,90,,,75,74,75,64,82,85,,83,
13,SA/0121,84,62,,,56,,,,88,,,55,59,78,70,73,82,,75,
13,SA/0137,79,87,,,67,,,,96,,,89,88,82,82,84,78,,95,
13,SA/0145,47,56,,,51,,,,69,,,53,49,65,80,53,48,,70,
13,SA/0183,76,88,,,61,,,,86,,,84,73,76,78,82,73,,94,
13,SA/0214,97,89,,,100,,,,98,,,98,100,95,100,97,99,,96,
13,SA/0223,87,89,,,63,,,,100,,,93,75,79,67,87,82,,82,
13,SA/0229,91,83,,,86,,,,92,,,95,88,85,84,91,98,,92,
13,SA/0235,91,90,,,66,,,,86,,,80,59,83,75,80,80,,90,
13,SA/0256,80,85,,,62,,,,74,,,90,65,76,72,77,90,,69,
13,SA/0270,74,79,,,69,,,,85,,,76,72,76,64,81,84,,78,
13,SA/0292,93,77,,,82,,,,92,,,92,95,84,69,89,96,,89,
13,SA/0303,78,68,,,67,,,,84,,,75,56,79,59,74,67,,80,
23,SA/0014,86,84,,,76,,,,88,,,92,76,76,79,84,87,,91,
23,SA/0033,84,59,,,68,,,,70,,,72,73,68,62,77,78,,71,
23,SA/0070,87,97,,,76,,,,98,,,92,85,81,88,90,93,,94,
23,SA/0092,83,70,,,75,,,,70,,,76,74,78,59,78,90,,68,
23,SA/0115,95,76,,,74,,,,84,,,91,88,73,73,83,89,,87,
23,SA/0116,86,77,,,82,,,,75,,,90,75,63,61,81,84,,76,
23,SA/0123,83,85,,,70,,,,74,,,78,76,65,64,75,90,,83,
23,SA/0165,95,79,,,76,,,,92,,,96,76,74,70,83,90,,88,
23,SA/0166,81,67,,,70,,,,68,,,77,64,67,61,79,73,,80,
23,SA/0189,94,92,,,93,,,,94,,,86,98,89,100,83,96,,93,
23,SA/0208,94,82,,,75,,,,100,,,88,68,76,74,82,93,,93,
23,SA/0217,79,81,,,74,,,,76,,,84,53,67,56,82,73,,77,
23,SA/0269,89,73,,,70,,,,82,,,85,72,77,66,77,77,,85,
23,SA/0279,83,78,,,74,,,,78,,,83,83,69,65,82,85,,87,
23,SA/0280,78,86,,,71,,,,78,,,81,69,72,68,80,85,,81,
23,SA/0300,88,89,,,85,,,,90,,,87,92,79,85,87,93,,88,
